"date","total_steps","weekday","weekend","change_from_previous_day","percent_change_from_previous_day"
2021-02-10,246,"Wednesday","Weekday",NA,NA
2021-02-12,169,"Friday","Weekday",-77,-31.3008130081301
2021-02-13,8067,"Saturday","Weekend",7898,4673.37278106509
2021-02-14,1879,"Sunday","Weekend",-6188,-76.7075740671873
2021-02-15,7255,"Monday","Weekday",5376,286.109632783395
2021-02-16,17478,"Tuesday","Weekday",10223,140.909717436251
2021-02-17,4505,"Wednesday","Weekday",-12973,-74.2247396727314
2021-02-18,6347,"Thursday","Weekday",1842,40.8879023307436
2021-02-19,2345,"Friday","Weekday",-4002,-63.0534110603435
2021-02-20,902,"Saturday","Weekend",-1443,-61.5351812366738
2021-02-21,4294,"Sunday","Weekend",3392,376.053215077605
2021-02-22,2153,"Monday","Weekday",-2141,-49.8602701443875
2021-02-23,1994,"Tuesday","Weekday",-159,-7.38504412447747
2021-02-24,678,"Wednesday","Weekday",-1316,-65.9979939819458
2021-02-25,3344,"Thursday","Weekday",2666,393.215339233038
2021-02-26,12445,"Friday","Weekday",9101,272.159090909091
2021-02-27,5424,"Saturday","Weekend",-7021,-56.4162314182403
2021-02-28,5201,"Sunday","Weekend",-223,-4.11135693215339
2021-03-01,2464,"Monday","Weekday",-2737,-52.6244952893674
2021-03-04,39,"Thursday","Weekday",-2425,-98.4172077922078
2021-03-05,3289,"Friday","Weekday",3250,8333.33333333333
2021-03-06,3815,"Saturday","Weekend",526,15.9927029492247
2021-03-07,3936,"Sunday","Weekend",121,3.17169069462647
2021-03-08,1996,"Monday","Weekday",-1940,-49.2886178861789
2021-03-09,3690,"Tuesday","Weekday",1694,84.8697394789579
2021-03-10,1981,"Wednesday","Weekday",-1709,-46.3143631436314
2021-03-11,5820,"Thursday","Weekday",3839,193.791014639071
2021-03-12,4543,"Friday","Weekday",-1277,-21.9415807560137
2021-03-13,3954,"Saturday","Weekend",-589,-12.9650011005943
2021-03-14,2976,"Sunday","Weekend",-978,-24.7344461305008
2021-03-15,96,"Monday","Weekday",-2880,-96.7741935483871
2021-03-16,674,"Tuesday","Weekday",578,602.083333333333
2021-03-17,2042,"Wednesday","Weekday",1368,202.967359050445
2021-03-18,2861,"Thursday","Weekday",819,40.1077375122429
2021-03-19,3790,"Friday","Weekday",929,32.4711639286963
2021-03-20,18140,"Saturday","Weekend",14350,378.627968337731
2021-03-21,2102,"Sunday","Weekend",-16038,-88.412348401323
2021-03-22,6611,"Monday","Weekday",4509,214.509990485252
2021-03-23,9,"Tuesday","Weekday",-6602,-99.863863258206
2021-03-24,2868,"Wednesday","Weekday",2859,31766.6666666667
2021-03-25,1478,"Thursday","Weekday",-1390,-48.465829846583
2021-03-26,9282,"Friday","Weekday",7804,528.010825439784
2021-03-27,2270,"Saturday","Weekend",-7012,-75.5440637793579
2021-03-28,2704,"Sunday","Weekend",434,19.1189427312775
2021-03-29,58,"Monday","Weekday",-2646,-97.8550295857988
2021-03-30,4481,"Tuesday","Weekday",4423,7625.86206896552
2021-03-31,7019,"Wednesday","Weekday",2538,56.6391430484267
2021-04-01,230,"Thursday","Weekday",-6789,-96.7231799401624
2021-04-02,4270,"Friday","Weekday",4040,1756.52173913043
2021-04-03,314,"Saturday","Weekend",-3956,-92.6463700234192
2021-04-04,8799,"Sunday","Weekend",8485,2702.22929936306
2021-04-05,2232,"Monday","Weekday",-6567,-74.6334810773952
2021-04-06,2148,"Tuesday","Weekday",-84,-3.76344086021505
2021-04-07,2716,"Wednesday","Weekday",568,26.4432029795158
2021-04-08,10,"Thursday","Weekday",-2706,-99.6318114874816
2021-04-09,1414,"Friday","Weekday",1404,14040
2021-04-10,2982,"Saturday","Weekend",1568,110.891089108911
2021-04-11,1280,"Sunday","Weekend",-1702,-57.0757880617036
2021-04-12,2247,"Monday","Weekday",967,75.546875
2021-04-13,463,"Tuesday","Weekday",-1784,-79.3947485536271
2021-04-14,2082,"Wednesday","Weekday",1619,349.676025917927
2021-04-15,35,"Thursday","Weekday",-2047,-98.3189241114313
2021-04-16,2727,"Friday","Weekday",2692,7691.42857142857
2021-04-17,1854,"Saturday","Weekend",-873,-32.013201320132
2021-04-18,1204,"Sunday","Weekend",-650,-35.059331175836
2021-04-19,2625,"Monday","Weekday",1421,118.023255813953
2021-04-20,8111,"Tuesday","Weekday",5486,208.990476190476
2021-04-21,5505,"Wednesday","Weekday",-2606,-32.1292072494144
2021-04-22,2732,"Thursday","Weekday",-2773,-50.3723887375114
2021-04-23,3512,"Friday","Weekday",780,28.5505124450952
2021-04-24,127,"Saturday","Weekend",-3385,-96.3838268792711
2021-04-26,4574,"Monday","Weekday",4447,3501.57480314961
2021-04-27,1891,"Tuesday","Weekday",-2683,-58.6576300830783
2021-04-28,5716,"Wednesday","Weekday",3825,202.273929138022
2021-04-29,1943,"Thursday","Weekday",-3773,-66.0076976906928
2021-04-30,3021,"Friday","Weekday",1078,55.4812146165723
2021-05-01,2835,"Saturday","Weekend",-186,-6.15690168818272
2021-05-02,87,"Sunday","Weekend",-2748,-96.9312169312169
2021-05-03,1895,"Monday","Weekday",1808,2078.16091954023
2021-05-04,157,"Tuesday","Weekday",-1738,-91.7150395778364
2021-05-05,6358,"Wednesday","Weekday",6201,3949.68152866242
2021-05-06,3533,"Thursday","Weekday",-2825,-44.4322113872287
2021-05-07,1568,"Friday","Weekday",-1965,-55.618454571186
2021-05-08,290,"Saturday","Weekend",-1278,-81.5051020408163
2021-05-09,1529,"Sunday","Weekend",1239,427.241379310345
2021-05-10,3475,"Monday","Weekday",1946,127.272727272727
2021-05-11,89,"Tuesday","Weekday",-3386,-97.4388489208633
2021-05-12,1051,"Wednesday","Weekday",962,1080.89887640449
2021-05-13,1744,"Thursday","Weekday",693,65.9372026641294
2021-05-14,2081,"Friday","Weekday",337,19.3233944954128
2021-05-15,1270,"Saturday","Weekend",-811,-38.9716482460356
2021-05-16,3964,"Sunday","Weekend",2694,212.125984251969
2021-05-17,3619,"Monday","Weekday",-345,-8.70332996972755
2021-05-18,4341,"Tuesday","Weekday",722,19.950262503454
2021-05-19,9473,"Wednesday","Weekday",5132,118.221607924441
2021-05-20,4956,"Thursday","Weekday",-4517,-47.6828882085928
2021-05-21,7854,"Friday","Weekday",2898,58.4745762711864
2021-05-22,4250,"Saturday","Weekend",-3604,-45.8874458874459
2021-05-23,2878,"Sunday","Weekend",-1372,-32.2823529411765
2021-05-24,10831,"Monday","Weekday",7953,276.337734537874
2021-05-25,5621,"Tuesday","Weekday",-5210,-48.1026682670114
2021-05-26,4348,"Wednesday","Weekday",-1273,-22.6472157979007
2021-05-27,3789,"Thursday","Weekday",-559,-12.8564857405704
2021-05-28,5867,"Friday","Weekday",2078,54.8429664819214
2021-05-29,4853,"Saturday","Weekend",-1014,-17.2831089142662
2021-05-30,8174,"Sunday","Weekend",3321,68.4318977951782
2021-05-31,3924,"Monday","Weekday",-4250,-51.9941277220455
2021-06-01,3289,"Tuesday","Weekday",-635,-16.1824668705403
2021-06-02,9523,"Wednesday","Weekday",6234,189.54089388872
2021-06-03,1501,"Thursday","Weekday",-8022,-84.2381602436207
2021-06-04,11733,"Friday","Weekday",10232,681.678880746169
2021-06-05,7175,"Saturday","Weekend",-4558,-38.8476945367766
2021-06-06,1716,"Sunday","Weekend",-5459,-76.0836236933798
2021-06-07,1560,"Monday","Weekday",-156,-9.09090909090909
2021-06-08,8884,"Tuesday","Weekday",7324,469.48717948718
2021-06-09,3875,"Wednesday","Weekday",-5009,-56.3822602431337
2021-06-10,4063,"Thursday","Weekday",188,4.85161290322581
2021-06-11,4647,"Friday","Weekday",584,14.3736155550086
2021-06-12,5162,"Saturday","Weekend",515,11.0824187647945
2021-06-13,1689,"Sunday","Weekend",-3473,-67.2801239829523
2021-06-14,11598,"Monday","Weekday",9909,586.678507992895
2021-06-15,6728,"Tuesday","Weekday",-4870,-41.9899982755648
2021-06-16,1732,"Wednesday","Weekday",-4996,-74.256837098692
2021-06-17,169,"Thursday","Weekday",-1563,-90.2424942263279
2021-06-18,603,"Friday","Weekday",434,256.804733727811
2021-06-19,970,"Saturday","Weekend",367,60.8623548922056
2021-06-20,492,"Sunday","Weekend",-478,-49.2783505154639
2021-06-21,5439,"Monday","Weekday",4947,1005.48780487805
2021-06-22,1282,"Tuesday","Weekday",-4157,-76.429490715205
2021-06-23,2859,"Wednesday","Weekday",1577,123.010920436817
2021-06-24,1719,"Thursday","Weekday",-1140,-39.8740818467996
2021-06-25,1439,"Friday","Weekday",-280,-16.2885398487493
2021-06-26,1697,"Saturday","Weekend",258,17.9291174426685
2021-06-27,6724,"Sunday","Weekend",5027,296.228638774308
2021-06-28,4260,"Monday","Weekday",-2464,-36.6448542534206
2021-06-29,3272,"Tuesday","Weekday",-988,-23.1924882629108
2021-06-30,353,"Wednesday","Weekday",-2919,-89.2114914425428
2021-07-01,343,"Thursday","Weekday",-10,-2.8328611898017
2021-07-02,6197,"Friday","Weekday",5854,1706.7055393586
2021-07-03,1346,"Saturday","Weekend",-4851,-78.2798128126513
2021-07-04,1537,"Sunday","Weekend",191,14.1901931649331
